species,region,production_system,group,age_group,sex,year,ahle_total_mean,ahle_dueto_ppr_total_mean,ahle_dueto_bruc_total_mean,ahle_dueto_fmd_total_mean,ahle_total_stdev,ahle_dueto_ppr_total_stdev,ahle_dueto_bruc_total_stdev,ahle_dueto_fmd_total_stdev,ahle_dueto_mortality_mean,ahle_dueto_ppr_mortality_mean,ahle_dueto_bruc_mortality_mean,ahle_dueto_fmd_mortality_mean,ahle_dueto_mortality_stdev,ahle_dueto_ppr_mortality_stdev,ahle_dueto_bruc_mortality_stdev,ahle_dueto_fmd_mortality_stdev,ahle_dueto_healthcost_mean,ahle_dueto_ppr_healthcost_mean,ahle_dueto_bruc_healthcost_mean,ahle_dueto_fmd_healthcost_mean,ahle_dueto_healthcost_stdev,ahle_dueto_ppr_healthcost_stdev,ahle_dueto_bruc_healthcost_stdev,ahle_dueto_fmd_healthcost_stdev,ahle_dueto_productionloss_mean,ahle_dueto_ppr_productionloss_mean,ahle_dueto_bruc_productionloss_mean,ahle_dueto_fmd_productionloss_mean,ahle_dueto_productionloss_stdev,ahle_dueto_ppr_productionloss_stdev,ahle_dueto_bruc_productionloss_stdev,ahle_dueto_fmd_productionloss_stdev,ahle_when_af_ideal_mean,ahle_when_am_ideal_mean,ahle_when_jf_ideal_mean,ahle_when_jm_ideal_mean,ahle_when_nf_ideal_mean,ahle_when_nm_ideal_mean,ahle_when_o_ideal_mean,ahle_when_a_ideal_mean,ahle_when_j_ideal_mean,ahle_when_n_ideal_mean,ahle_when_af_mort_imp100_mean,ahle_when_am_mort_imp100_mean,ahle_when_j_mort_imp100_mean,ahle_when_n_mort_imp100_mean,ahle_when_a_mort_imp100_mean,ahle_total_mean_usd,ahle_dueto_ppr_total_mean_usd,ahle_dueto_bruc_total_mean_usd,ahle_dueto_fmd_total_mean_usd,ahle_dueto_mortality_mean_usd,ahle_dueto_ppr_mortality_mean_usd,ahle_dueto_bruc_mortality_mean_usd,ahle_dueto_fmd_mortality_mean_usd,ahle_dueto_healthcost_mean_usd,ahle_dueto_ppr_healthcost_mean_usd,ahle_dueto_bruc_healthcost_mean_usd,ahle_dueto_fmd_healthcost_mean_usd,ahle_dueto_productionloss_mean_usd,ahle_dueto_ppr_productionloss_mean_usd,ahle_dueto_bruc_productionloss_mean_usd,ahle_dueto_fmd_productionloss_mean_usd,ahle_when_af_ideal_mean_usd,ahle_when_am_ideal_mean_usd,ahle_when_jf_ideal_mean_usd,ahle_when_jm_ideal_mean_usd,ahle_when_nf_ideal_mean_usd,ahle_when_nm_ideal_mean_usd,ahle_when_o_ideal_mean_usd,ahle_when_a_ideal_mean_usd,ahle_when_j_ideal_mean_usd,ahle_when_n_ideal_mean_usd,ahle_when_af_mort_imp100_mean_usd,ahle_when_am_mort_imp100_mean_usd,ahle_when_j_mort_imp100_mean_usd,ahle_when_n_mort_imp100_mean_usd,ahle_when_a_mort_imp100_mean_usd,ahle_total_stdev_usd,ahle_dueto_ppr_total_stdev_usd,ahle_dueto_bruc_total_stdev_usd,ahle_dueto_fmd_total_stdev_usd,ahle_dueto_mortality_stdev_usd,ahle_dueto_ppr_mortality_stdev_usd,ahle_dueto_bruc_mortality_stdev_usd,ahle_dueto_fmd_mortality_stdev_usd,ahle_dueto_healthcost_stdev_usd,ahle_dueto_ppr_healthcost_stdev_usd,ahle_dueto_bruc_healthcost_stdev_usd,ahle_dueto_fmd_healthcost_stdev_usd,ahle_dueto_productionloss_stdev_usd,ahle_dueto_ppr_productionloss_stdev_usd,ahle_dueto_bruc_productionloss_stdev_usd,ahle_dueto_fmd_productionloss_stdev_usd
All Poultry,National,Overall,Adult Male,Adult,Male,2017,18465752897.508736,0.0,0.0,0.0,8167232162.929898,0.0,0.0,0.0,1032627248.2450202,0.0,0.0,0.0,829999.8844327051,0.0,0.0,0.0,171053.92581364594,0.0,0.0,0.0,5445.038067588068,0.0,0.0,0.0,17432954595.337902,0.0,0.0,0.0,8167232205.106332,0.0,0.0,0.0,,,,,,,,8455178449.325331,529178528.1214366,2740512600.1421866,,,590307185.3513331,2704349334.624679,2892448085.8476806,773722956.3567721,0.0,0.0,0.0,43267524.03550717,0.0,0.0,0.0,7167.232763892425,0.0,0.0,0.0,730448265.088501,0.0,0.0,0.0,,,,,,,,354275598.8692265,22172807.00609188,114828651.86618334,,,24734123.928967863,113313395.55017926,121194813.80000933,342210526.12519103,0.0,0.0,0.0,34777.350694738874,0.0,0.0,0.0,228.14942745701887,0.0,0.0,0.0,342210527.89240164,0.0,0.0,0.0
All Poultry,National,Overall,Adult Male,Adult,Male,2018,19389040542.38418,0.0,0.0,0.0,8575593771.076393,0.0,0.0,0.0,1084258610.6572711,0.0,0.0,0.0,871499.8783335955,0.0,0.0,0.0,179606.62210432824,0.0,0.0,0.0,5717.289970967471,0.0,0.0,0.0,18304602325.1048,0.0,0.0,0.0,8575593815.361649,0.0,0.0,0.0,,,,,,,,8877937371.791597,555637454.5275083,2877538230.1492963,,,619822544.6188998,2839566801.3559136,3037070490.1400657,706871095.196404,0.0,0.0,0.0,39529087.059054255,0.0,0.0,0.0,6547.963494835297,0.0,0.0,0.0,667335460.1738548,0.0,0.0,0.0,,,,,,,,323665180.8203262,20257013.499735843,104907130.17845069,,,22597025.365150347,103522796.31217831,110723237.63834906,312642564.63176364,0.0,0.0,0.0,31772.488799254952,0.0,0.0,0.0,208.43666887480978,0.0,0.0,0.0,312642566.2462822,0.0,0.0,0.0
All Poultry,National,Overall,Adult Male,Adult,Male,2019,20358492569.503387,0.0,0.0,0.0,9004373459.630213,0.0,0.0,0.0,1138471541.1901348,0.0,0.0,0.0,915074.8719448035,0.0,0.0,0.0,188586.95320954468,0.0,0.0,0.0,6003.1544695158445,0.0,0.0,0.0,19219832441.360043,0.0,0.0,0.0,9004373506.129732,0.0,0.0,0.0,,,,,,,,9321834240.38118,583419327.2538838,3021415141.6567616,,,650813671.8498454,2981545141.4237103,3188924014.6470685,700332564.5904553,0.0,0.0,0.0,39163444.51500735,0.0,0.0,0.0,6487.395082845387,0.0,0.0,0.0,661162632.6803651,0.0,0.0,0.0,,,,,,,,320671290.27188677,20069636.899315745,103936743.23503855,,,22388003.74443693,102565214.40410428,109699051.92329031,309750632.86165905,0.0,0.0,0.0,31478.59448205793,0.0,0.0,0.0,206.50863765652764,0.0,0.0,0.0,309750634.4612435,0.0,0.0,0.0
All Poultry,National,Overall,Adult Male,Adult,Male,2020,21376417197.97856,0.0,0.0,0.0,9454592132.611723,0.0,0.0,0.0,1195395118.2496414,0.0,0.0,0.0,960828.6152511186,0.0,0.0,0.0,198016.3008700219,0.0,0.0,0.0,6303.312192991637,0.0,0.0,0.0,20180824063.42805,0.0,0.0,0.0,9454592181.436216,0.0,0.0,0.0,,,,,,,,9787925952.400238,612590293.6165781,3172485898.7396,,,683354355.442338,3130622398.494896,3348370215.379422,612028401.1225749,0.0,0.0,0.0,34225368.83314777,0.0,0.0,0.0,5669.406565902288,0.0,0.0,0.0,577797362.8828613,0.0,0.0,0.0,,,,,,,,280238199.6698754,17539078.43737337,90831473.49749157,,,19565124.954666004,89632879.22966526,95867219.01549102,270694515.9517013,0.0,0.0,0.0,27509.493087577303,0.0,0.0,0.0,180.47019046849033,0.0,0.0,0.0,270694517.3495958,0.0,0.0,0.0
All Poultry,National,Overall,Adult Male,Adult,Male,2021,22445238057.877487,0.0,0.0,0.0,9927321739.242311,0.0,0.0,0.0,1255164874.162124,0.0,0.0,0.0,1008870.0457366029,0.0,0.0,0.0,207917.115913523,0.0,0.0,0.0,6618.47780264122,0.0,0.0,0.0,21189865266.59945,0.0,0.0,0.0,9927321790.508032,0.0,0.0,0.0,,,,,,,,10277322250.020248,643219808.2974062,3331110193.6765795,,,717522073.2144537,3287153518.4196396,3515788726.1483927,642629821.1787037,0.0,0.0,0.0,35936637.27480517,0.0,0.0,0.0,5952.876894197403,0.0,0.0,0.0,606687231.0270042,0.0,0.0,0.0,,,,,,,,294250109.6533691,18416032.359242015,95373047.17236613,,,20543381.20239927,94114523.19114849,100660579.96626556,284229241.7492864,0.0,0.0,0.0,28884.96773402333,0.0,0.0,0.0,189.49369999191487,0.0,0.0,0.0,284229243.2170757,0.0,0.0,0.0
All Poultry,National,Overall,Juvenile Combined,Juvenile,Overall,2017,37049810872.558655,0.0,0.0,0.0,14206870527.122742,0.0,0.0,0.0,820265438.2152308,0.0,0.0,0.0,1202003.3298430785,0.0,0.0,0.0,735271.4147302476,0.0,0.0,0.0,11916.255373296259,0.0,0.0,0.0,36228810162.92869,0.0,0.0,0.0,14206870577.976797,0.0,0.0,0.0,,,,,,,,6360321625.215309,2625934686.859906,2699549535.027654,,,537432382.2878039,2796207901.7082624,1522463860.3973732,1552402946.1394343,0.0,0.0,0.0,34369473.228399746,0.0,0.0,0.0,30808.18723651743,0.0,0.0,0.0,1518002664.723798,0.0,0.0,0.0,,,,,,,,266500200.59054404,110027788.21930133,113112281.89103183,,,22518647.03126632,117162308.85932441,63791887.91007389,595273960.7116851,0.0,0.0,0.0,50364.45440804865,0.0,0.0,0.0,499.2962045632556,0.0,0.0,0.0,595273962.8424919,0.0,0.0,0.0
All Poultry,National,Overall,Juvenile Combined,Juvenile,Overall,2018,38902301416.18658,0.0,0.0,0.0,14917214053.478878,0.0,0.0,0.0,861278710.1259924,0.0,0.0,0.0,1262103.496256612,0.0,0.0,0.0,772034.9854667599,0.0,0.0,0.0,12512.068141961072,0.0,0.0,0.0,38040250671.07512,0.0,0.0,0.0,14917214106.875637,0.0,0.0,0.0,,,,,,,,6678337706.476075,2757231421.202902,2834527011.7790375,,,564304001.4021943,2936018296.7936764,1598587053.4172428,1418270922.0504324,0.0,0.0,0.0,31399853.11626171,0.0,0.0,0.0,28146.27234977779,0.0,0.0,0.0,1386842922.661821,0.0,0.0,0.0,,,,,,,,243473826.27566054,100521074.78733306,103339059.44443706,,,20572971.964389555,107039152.5787189,58280087.59616987,543840599.6527557,0.0,0.0,0.0,46012.82248597636,0.0,0.0,0.0,456.15559425678026,0.0,0.0,0.0,543840601.5994548,0.0,0.0,0.0
All Poultry,National,Overall,Juvenile Combined,Juvenile,Overall,2019,40847416486.99592,0.0,0.0,0.0,15663074756.15282,0.0,0.0,0.0,904342645.6322924,0.0,0.0,0.0,1325208.670994566,0.0,0.0,0.0,810636.7347400978,0.0,0.0,0.0,13137.671549059127,0.0,0.0,0.0,39942263204.62888,0.0,0.0,0.0,15663074812.219418,0.0,0.0,0.0,,,,,,,,7012254591.799879,2895092992.2630477,2976253362.367989,,,592519201.4723039,3082819211.6333604,1678516406.0881047,1405151970.243842,0.0,0.0,0.0,31109405.675394263,0.0,0.0,0.0,27885.920406611607,0.0,0.0,0.0,1374014678.6480408,0.0,0.0,0.0,,,,,,,,241221702.69093746,99591258.68860406,102383177.09536508,,,20382672.76025091,106049044.5096143,57740999.01403021,538810094.8977139,0.0,0.0,0.0,45587.205634536454,0.0,0.0,0.0,451.93617244933745,0.0,0.0,0.0,538810096.8264061,0.0,0.0,0.0
All Poultry,National,Overall,Juvenile Combined,Juvenile,Overall,2020,42889787311.34571,0.0,0.0,0.0,16446228493.960466,0.0,0.0,0.0,949559777.9139068,0.0,0.0,0.0,1391469.1044729834,0.0,0.0,0.0,851168.5714771028,0.0,0.0,0.0,13794.555126512083,0.0,0.0,0.0,41939376364.86032,0.0,0.0,0.0,16446228552.830395,0.0,0.0,0.0,,,,,,,,7362867321.3898735,3039847641.8761992,3125066030.4863887,,,622145161.545919,3236960172.2150273,1762442226.3925095,1227977902.449083,0.0,0.0,0.0,27186854.900170658,0.0,0.0,0.0,24369.815346613814,0.0,0.0,0.0,1200766677.7335656,0.0,0.0,0.0,,,,,,,,210806323.27918977,87033906.32222755,89473794.80514267,,,17812643.95060095,92677437.02558161,50460499.90041931,470872122.1349945,0.0,0.0,0.0,39839.16497019873,0.0,0.0,0.0,394.9520371016515,0.0,0.0,0.0,470872123.82049996,0.0,0.0,0.0
All Poultry,National,Overall,Juvenile Combined,Juvenile,Overall,2021,45034276676.913,0.0,0.0,0.0,17268539918.65849,0.0,0.0,0.0,997037766.8096019,0.0,0.0,0.0,1461042.5596287178,0.0,0.0,0.0,893727.000050958,0.0,0.0,0.0,14484.282882837688,0.0,0.0,0.0,44036345183.10335,0.0,0.0,0.0,17268539980.471912,0.0,0.0,0.0,,,,,,,,7731010687.459366,3191840023.9700093,3281319332.0107083,,,653252419.6232152,3398808180.8257794,1850564337.7121353,1289376797.5715373,0.0,0.0,0.0,28546197.645179182,0.0,0.0,0.0,25588.306113944505,0.0,0.0,0.0,1260805011.620244,0.0,0.0,0.0,,,,,,,,221346639.4431492,91385601.63833892,93947484.5453998,,,18703276.148131,97311308.87686072,52983524.89544029,494415728.2417442,0.0,0.0,0.0,41831.1232167642,0.0,0.0,0.0,414.6996389567341,0.0,0.0,0.0,494415730.0115249,0.0,0.0,0.0
All Poultry,National,Overall,Juvenile Female,Juvenile,Female,2017,14863058350.127234,0.0,0.0,0.0,8135140979.169558,0.0,0.0,0.0,415047144.1859471,0.0,0.0,0.0,842468.7243031894,0.0,0.0,0.0,425804.9908645455,0.0,0.0,0.0,9878.54162757065,0.0,0.0,0.0,14447585400.950422,0.0,0.0,0.0,8135141022.79825,0.0,0.0,0.0,,,,,,,,3236289673.2669206,841293219.1511196,1356901725.776969,,,274921961.7888199,1442195619.9684367,766224028.1590375,622768511.578812,0.0,0.0,0.0,17390653.130114786,0.0,0.0,0.0,17841.411514156684,0.0,0.0,0.0,605360017.037183,0.0,0.0,0.0,,,,,,,,135601923.60013622,35250546.25702959,56854763.54963045,,,11519347.963946112,60428614.25256645,32105114.997980256,340865891.7791206,0.0,0.0,0.0,35299.80042643825,0.0,0.0,0.0,413.9151257465692,0.0,0.0,0.0,340865893.60718155,0.0,0.0,0.0
All Poultry,National,Overall,Juvenile Female,Juvenile,Female,2018,15606211267.633595,0.0,0.0,0.0,8541898028.1280365,0.0,0.0,0.0,435799501.3952444,0.0,0.0,0.0,884592.1604074921,0.0,0.0,0.0,447095.2404077728,0.0,0.0,0.0,10372.468708949184,0.0,0.0,0.0,15169964670.997942,0.0,0.0,0.0,8541898073.938164,0.0,0.0,0.0,,,,,,,,3398104156.9302673,883357880.1086757,1424746812.0658174,,,288668059.87826097,1514305400.9668586,804535229.5669899,568959543.2277186,0.0,0.0,0.0,15888051.302172545,0.0,0.0,0.0,16299.862881470883,0.0,0.0,0.0,553055192.0626646,0.0,0.0,0.0,,,,,,,,123885532.228888,32204798.93256293,51942350.4851112,,,10524043.579583762,55207410.33592417,29331141.868775412,311414110.51257735,0.0,0.0,0.0,32249.7973977885,0.0,0.0,0.0,378.15168317161914,0.0,0.0,0.0,311414112.1826886,0.0,0.0,0.0
