species,region,production_system,group,age_group,sex,year,ahle_component,cause,mean,sd,lower95,upper95
Cattle,Gambela,Periurban dairy,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,,,,
Cattle,Gambela,Periurban dairy,Juvenile,Juvenile,Overall,2021,Production loss,Non-infectious,,,,
Cattle,Gambela,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Mortality,External,,,,
Cattle,Gambela,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Mortality,Infectious,,,,
Cattle,Gambela,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Mortality,Non-infectious,,,,
Cattle,Gambela,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Production loss,External,,,,
Cattle,Gambela,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,
Cattle,Gambela,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,,,,
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2017,Mortality,External,2369430664.20631,442084213.468093,2342030504.26953,2396830824.14309
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2017,Mortality,Infectious,6011681160.95497,564091090.528573,5976719075.38728,6046643246.52266
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2017,Mortality,Non-infectious,4472455449.29846,548746049.959189,4438444441.72232,4506466456.87461
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2017,Production loss,External,36532935197.3902,9670009416.62634,35933592817.5139,37132277577.2666
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2017,Production loss,Infectious,123215282161.076,23142283365.5828,121780934934.458,124649629387.693
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2017,Production loss,Non-infectious,112650424893.876,21749942731.7675,111302374248.07,113998475539.682
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2018,Mortality,External,2487902191.17612,464188424.14156,2459132023.2425,2516672359.10974
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2018,Mortality,Infectious,6312265204.84227,592295667.52221,6275555013.6037,6348975396.08085
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2018,Mortality,Non-infectious,4696078206.67019,576183327.97256,4660366650.23278,4731789763.1076
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2018,Production loss,External,38359581957.2598,10153509887.4575,37730272458.3896,38988891456.1299
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2018,Production loss,Infectious,129376046269.129,24299397533.8611,127869981681.181,130882110857.077
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2018,Production loss,Non-infectious,118282946138.57,22837439868.3552,116867492960.474,119698399316.666
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2019,Mortality,External,2612297294.49442,487397845.349058,2582088618.16409,2642505970.82475
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2019,Mortality,Infectious,6627878450.92394,621910473.367265,6589332748.73082,6666424153.11706
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2019,Mortality,Non-infectious,4930882101.9105,604992469.887579,4893384969.1687,4968379234.6523
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2019,Production loss,External,40277561055.1227,10661185381.8302,39616786081.3091,40938336028.9364
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2019,Production loss,Infectious,135844848582.586,25514367410.5534,134263480765.24,137426216399.931
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2019,Production loss,Non-infectious,124197093445.498,23979311861.7722,122710867608.498,125683319282.499
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2020,Mortality,External,2742912152.97864,511767737.61727,2711193042.83175,2774631263.12554
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2020,Mortality,Infectious,6959272359.3097,653006019.506228,6918799370.61421,6999745348.00519
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2020,Mortality,Non-infectious,5177426191.91283,635242068.899284,5138054204.05136,5216798179.77429
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2020,Production loss,External,42291439107.8789,11194244650.9215,41597625385.3746,42985252830.3832
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2020,Production loss,Infectious,142637091011.715,26790085781.0803,140976654803.503,144297527219.928
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2020,Production loss,Non-infectious,130406948117.773,25178277454.8601,128846410988.922,131967485246.624
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2021,Mortality,External,2880057754.38707,537356124.499216,2846752688.73277,2913362820.04138
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2021,Mortality,Infectious,7307235963.11474,685656342.953715,7264739323.59166,7349732602.63783
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2021,Mortality,Non-infectious,5436297486.41527,667004147.862462,5394956900.6781,5477638072.15244
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2021,Production loss,External,44406011063.2728,11753956883.4674,43677506654.6433,45134515471.9023
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2021,Production loss,Infectious,149768945562.301,28129590070.1335,148025487543.678,151512403580.924
Cattle,National,Crop livestock mixed,Adult,Adult,Overall,2021,Production loss,Non-infectious,136927295523.662,26437191327.6025,135288731538.369,138565859508.955
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2017,Mortality,External,1871814831.41543,427734562.934973,1845304055.69022,1898325607.14063
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2017,Mortality,Infectious,5852025048.92573,501034434.39959,5820971183.5803,5883078914.27117
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2017,Mortality,Non-infectious,2683679167.54749,429763217.474738,2657042656.82169,2710315678.2733
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2017,Production loss,External,5017329067.66795,1015819026.99866,4954369109.00253,5080289026.33337
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2017,Production loss,Infectious,13831377028.5272,1782019021.03667,13720928374.8561,13941825682.1983
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2017,Production loss,Non-infectious,9769092767.91232,1457112041.2682,9678781687.4434,9859403848.38124
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2018,Mortality,External,1965405573.16091,449121289.709389,1937569258.7345,1993241887.58732
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2018,Mortality,Infectious,6144626303.24159,526086158.433147,6112019744.48549,6177232861.9977
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2018,Mortality,Non-infectious,2817863126.83576,451251379.386616,2789894790.50932,2845831463.1622
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2018,Production loss,External,5268195521.05136,1066609978.34841,5202087564.45267,5334303477.65004
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2018,Production loss,Infectious,14522945879.9536,1871119972.08771,14406974793.599,14638916966.3082
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2018,Production loss,Non-infectious,10257547406.308,1529967643.33112,10162720771.8156,10352374040.8003
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2019,Mortality,External,2063675851.9859,471577352.883493,2034447721.91945,2092903982.05235
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2019,Mortality,Infectious,6451857620.19019,552390468.565613,6417620733.35925,6486094507.02112
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2019,Mortality,Non-infectious,2958756284.04798,473813949.34797,2929389530.84373,2988123037.25222
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2019,Production loss,External,5531605297.10393,1119940477.26565,5462191942.67532,5601018651.53253
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2019,Production loss,Infectious,15249093173.9513,1964675970.69135,15127323533.279,15370862814.6236
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2019,Production loss,Non-infectious,10770424776.6234,1606466025.4972,10670856810.4064,10869992742.8403
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Mortality,External,2166859644.74468,495156219.274927,2136170108.25255,2197549181.23681
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Mortality,Infectious,6774450502.90635,580009994.10588,6738501771.60296,6810399234.20973
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Mortality,Non-infectious,3106694099.08189,497504647.763048,3075859008.15869,3137529190.00509
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Production loss,External,5808185561.95913,1175937501.12877,5735301539.80911,5881069584.10916
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,16011547832.6489,2062909769.22521,15883689709.9431,16139405955.3547
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Production loss,Non-infectious,11308946015.4545,1686789326.77162,11204399650.9268,11413492379.9823
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Mortality,External,2275202627.13423,519914029.042256,2242978613.89165,2307426640.37682
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,7113173029.68158,609010495.828215,7075426861.68802,7150919197.67515
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Mortality,Non-infectious,3262028804.83012,522379881.056274,3229651959.30466,3294405650.35557
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Production loss,External,6098594840.05709,1234734376.18504,6022066616.79957,6175123063.31461
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,16812125224.2813,2166055257.68579,16677874195.4403,16946376253.1224
Cattle,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Production loss,Non-infectious,11874393316.2273,1771128793.10977,11764619633.4732,11984166998.9814
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2017,Mortality,External,868290021.009067,143810168.970525,859376738.176786,877203303.841348
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2017,Mortality,Infectious,2031165778.82815,178207253.48043,2020120581.78537,2042210975.87093
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2017,Mortality,Non-infectious,1301175438.02451,161206602.692243,1291183932.87218,1311166943.17685
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2017,Production loss,External,8149062513.84838,7443840963.38396,7687696948.81132,8610428078.88544
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2017,Production loss,Infectious,26856092536.1783,24032215069.408,25366587784.6489,28345597287.7077
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2017,Production loss,Non-infectious,23863394141.187,21135013130.1266,22553456526.6126,25173331755.7614
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2018,Mortality,External,911704522.994719,151000663.260736,902345576.898349,921063469.091088
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2018,Mortality,Infectious,2132724076.72918,187117633.617117,2121126618.75194,2144321534.70643
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2018,Mortality,Non-infectious,1366234215.20477,169266942.408741,1355743134.20094,1376725296.20861
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2018,Production loss,External,8556515639.5408,7816033011.55302,8072081796.25189,9040949482.8297
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2018,Production loss,Infectious,28198897162.9872,25233825822.8779,26634917173.8814,29762877152.093
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2018,Production loss,Non-infectious,25056563848.2463,22191763786.6325,23681129352.9432,26431998343.5495
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Mortality,External,957289750.079652,158550682.26623,947462857.555941,967116642.603363
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Mortality,Infectious,2239360289.52527,196473532.763961,2227182957.56663,2251537621.48391
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Mortality,Non-infectious,1434545931.24405,177730299.112572,1423530295.59605,1445561566.89204
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Production loss,External,8984341421.51783,8206834662.13054,8475685886.06449,9492996956.97116
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Production loss,Infectious,29608842021.1365,26495517114.0214,27966663032.5754,31251021009.6976
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Production loss,Non-infectious,26309392040.6586,23301351975.9638,24865185820.5904,27753598260.7269
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Mortality,External,1005154238.51883,166478202.222735,994836002.246368,1015472474.7913
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Mortality,Infectious,2351328312.96116,206297226.871311,2338542113.32186,2364114512.60047
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Mortality,Non-infectious,1506273233.08528,186616823.653031,1494706815.06082,1517839651.10974
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Production loss,External,9433558492.59371,8617176395.23694,8899470180.36771,9967646804.81971
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Production loss,Infectious,31089284122.1934,27820292969.7221,29364996184.2042,32813572060.1825
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Production loss,Non-infectious,27624861642.6916,24466419574.7616,26108445111.6199,29141278173.7632
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,External,1055411951.37997,174802098.177766,1044577804.17127,1066246098.58867
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,Infectious,2468894737.56885,216612105.687043,2455469226.86467,2482320248.27304
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,Non-infectious,1581586900.01858,195947674.421879,1569442160.49875,1593731639.53841
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,External,9905236417.2234,9048035214.99867,9344443689.38611,10466029145.0607
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,Infectious,32643748328.303,29211307618.2078,30833245993.4145,34454250663.1916
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,Non-infectious,29006104724.8261,25689740553.4993,27413867367.2009,30598342082.4513
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Mortality,External,2559745771.88331,497675383.276552,2528900098.8578,2590591444.90881
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,6037426215.36365,552864246.639888,6003159964.00303,6071692466.72427
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Mortality,Non-infectious,3701423826.61826,507276270.876487,3669983095.34873,3732864557.88778
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Production loss,External,5242085495.12048,1083971915.14602,5174901454.30396,5309269535.93699
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,17373223292.3545,2067834015.88996,17245059967.2866,17501386617.4224
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Production loss,Non-infectious,14909414076.1933,1896847623.08209,14791848402.8108,15026979749.5758
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Mortality,External,2687733054.10518,522559153.306161,2655345097.37474,2720121010.83562
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,6339297510.22549,580507460.563599,6303317946.19818,6375277074.25279
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Mortality,Non-infectious,3886495007.02157,532640076.943827,3853482239.65196,3919507774.39118
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Production loss,External,5504189769.8765,1138170510.90302,5433646527.01918,5574733012.73382
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,18241884456.9722,2171225716.68281,18107312965.6511,18376455948.2934
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Production loss,Non-infectious,15654884780.0029,1991690004.23486,15531440822.9514,15778328737.0545
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Mortality,External,2822119700.51905,548687111.826308,2788112345.8991,2856127055.139
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,6656262370.03237,609532835.163536,6618483827.70628,6694040912.35845
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Mortality,Non-infectious,4080819746.58379,559272073.409561,4046156341.30319,4115483151.86438
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Production loss,External,5779399258.37033,1195079036.44789,5705328853.37015,5853469663.3705
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,19153978679.8209,2279787002.51537,19012678613.9337,19295278745.708
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Production loss,Non-infectious,16437629019.0031,2091274504.44533,16308012864.099,16567245173.9071
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Mortality,External,2963225679.33933,576121468.260862,2927517956.93612,2998933401.74254
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Mortality,Infectious,6989075473.04356,640009478.472288,6949408003.50507,7028742942.58206
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Mortality,Non-infectious,4284860723.27111,587235669.79925,4248464148.17775,4321257298.36447
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Production loss,External,6068369221.28884,1254832988.27001,5990595296.03868,6146143146.539
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Production loss,Infectious,20111677613.8119,2393776352.63964,19963312544.6305,20260042682.9933
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Production loss,Non-infectious,17259510469.9532,2195838229.66638,17123413507.3041,17395607432.6024
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Mortality,External,3111386957.19119,604927542.504882,3073893848.61631,3148880065.76606
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Mortality,Infectious,7338529231.43137,672009953.924062,7296878388.32123,7380180074.5415
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Mortality,Non-infectious,4499103748.9481,616597446.114763,4460887345.54473,4537320152.35146
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,External,6371787682.35328,1317574637.68326,6290125060.84063,6453450303.86594
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,21117261494.5025,2513465170.2702,20961478171.8621,21273044817.1429
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,18122485993.4509,2305630141.14855,17979584182.6693,18265387804.2324
Cattle,National,Pastoral,Adult,Adult,Overall,2017,Mortality,External,4015089337.67075,670768184.430418,3973515458.81696,4056663216.52454
Cattle,National,Pastoral,Adult,Adult,Overall,2017,Mortality,Infectious,7915407876.48006,816868679.416299,7864778761.52532,7966036991.4348
Cattle,National,Pastoral,Adult,Adult,Overall,2017,Mortality,Non-infectious,4797532512.76799,718444311.432098,4753003691.24668,4842061334.2893
Cattle,National,Pastoral,Adult,Adult,Overall,2017,Production loss,External,26901767541.5209,6514394567.2368,26498008602.3964,27305526480.6454
Cattle,National,Pastoral,Adult,Adult,Overall,2017,Production loss,Infectious,49412566805.8074,10018887864.629,48791601113.0361,50033532498.5788
Cattle,National,Pastoral,Adult,Adult,Overall,2017,Production loss,Non-infectious,39513681463.0246,8288011377.7711,38999994635.062,40027368290.9872
Cattle,National,Pastoral,Adult,Adult,Overall,2018,Mortality,External,4215843817.77316,704306604.084399,4172191244.33008,4259496391.21625
Cattle,National,Pastoral,Adult,Adult,Overall,2018,Mortality,Infectious,8311178292.21349,857712112.885123,8258017721.54213,8364338862.88486
Cattle,National,Pastoral,Adult,Adult,Overall,2018,Mortality,Non-infectious,5037409150.74813,754366524.968704,4990653888.27689,5084164413.21938
Cattle,National,Pastoral,Adult,Adult,Overall,2018,Production loss,External,28246855918.597,6840114295.59825,27822909032.5162,28670802804.6777
Cattle,National,Pastoral,Adult,Adult,Overall,2018,Production loss,Infectious,51883195146.0979,10519832257.8596,51231181168.688,52535209123.5077
Cattle,National,Pastoral,Adult,Adult,Overall,2018,Production loss,Non-infectious,41489365536.1759,8702411946.659,40949994366.8151,42028736705.5366
Cattle,National,Pastoral,Adult,Adult,Overall,2019,Mortality,External,4426636021.88069,739521944.72126,4380800819.11885,4472471224.64254
Cattle,National,Pastoral,Adult,Adult,Overall,2019,Mortality,Infectious,8726737228.73359,900597718.027951,8670918629.55973,8782555827.90744
Cattle,National,Pastoral,Adult,Adult,Overall,2019,Mortality,Non-infectious,5289279620.62728,792084849.182376,5240186595.15859,5338372646.09598
Cattle,National,Pastoral,Adult,Adult,Overall,2019,Production loss,External,29659198714.5268,7182120010.37779,29214054484.1421,30104342944.9116
Cattle,National,Pastoral,Adult,Adult,Overall,2019,Production loss,Infectious,54477354903.4028,11045823870.7517,53792740227.1225,55161969579.6831
Cattle,National,Pastoral,Adult,Adult,Overall,2019,Production loss,Non-infectious,43563833812.9847,9137532543.99132,42997494085.156,44130173540.8134
Cattle,National,Pastoral,Adult,Adult,Overall,2020,Mortality,External,4647967836.1936,776498052.390136,4599840872.64705,4696094799.74016
Cattle,National,Pastoral,Adult,Adult,Overall,2020,Mortality,Infectious,9163074112.0797,945627603.428457,9104464582.97819,9221683641.1812
Cattle,National,Pastoral,Adult,Adult,Overall,2020,Mortality,Non-infectious,5553743614.00039,831689089.606955,5502195937.38436,5605291290.61642
Cattle,National,Pastoral,Adult,Adult,Overall,2020,Production loss,External,31142158650.2532,7541226010.89632,30674757208.3492,31609560092.1571
Cattle,National,Pastoral,Adult,Adult,Overall,2020,Production loss,Infectious,57201222648.573,11598115064.2885,56482377238.4787,57920068058.6672
Cattle,National,Pastoral,Adult,Adult,Overall,2020,Production loss,Non-infectious,45742025503.6339,9594409171.19029,45147368789.4138,46336682217.854
Cattle,National,Pastoral,Adult,Adult,Overall,2021,Mortality,External,4880366241.22216,815322965.442621,4829832928.85164,4930899553.59267
Cattle,National,Pastoral,Adult,Adult,Overall,2021,Mortality,Infectious,9621227839.59311,992908983.099499,9559687834.06755,9682767845.11868
Cattle,National,Pastoral,Adult,Adult,Overall,2021,Mortality,Non-infectious,5831430807.04216,873273542.052977,5777305746.72141,5885555867.3629
Cattle,National,Pastoral,Adult,Adult,Overall,2021,Production loss,External,32699266582.7659,7918287311.4408,32208495068.7667,33190038096.765
Cattle,National,Pastoral,Adult,Adult,Overall,2021,Production loss,Infectious,60061283781.0016,12178020817.5022,59306496100.4027,60816071461.6006
Cattle,National,Pastoral,Adult,Adult,Overall,2021,Production loss,Non-infectious,48029126778.8157,10074129629.7492,47404737228.8846,48653516328.7467
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2017,Mortality,External,1062403895.25185,186219607.290291,1050862096.50022,1073945694.00347
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2017,Mortality,Infectious,2139594102.64698,200992868.589084,2127136664.49896,2152051540.795
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2017,Mortality,Non-infectious,878858351.061865,156256756.531619,869173634.915633,888543067.208097
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2017,Production loss,External,2454418254.31818,492232820.188697,2423909908.64916,2484926599.9872
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2017,Production loss,Infectious,5498733332.92276,811865894.517182,5448414288.09083,5549052377.75468
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2017,Production loss,Non-infectious,5352977271.57224,760491714.89923,5305842372.87191,5400112170.27257
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2018,Mortality,External,1115524095.5795,195530594.564511,1103405206.46204,1127642984.69697
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2018,Mortality,Infectious,2246573815.45085,211042498.947316,2233493506.20558,2259654124.69612
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2018,Mortality,Non-infectious,922801272.594824,164069597.011548,912632320.476827,932970224.712821
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2018,Production loss,External,2577139167.03411,516844461.197724,2545105404.08167,2609172929.98656
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2018,Production loss,Infectious,5773669999.56896,852459189.241794,5720835002.49551,5826504996.6424
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2018,Production loss,Non-infectious,5620626135.15091,798516300.642956,5571134491.51564,5670117778.78618
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2019,Mortality,External,1171300305.88804,205307131.158455,1158575471.88917,1184025139.88691
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2019,Mortality,Infectious,2358902513.84597,221594610.907192,2345168189.94339,2372636837.74854
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2019,Mortality,Non-infectious,968941340.17904,172273079.498622,958263940.291735,979618740.066346
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2019,Production loss,External,2705996125.38584,542686684.257222,2672360674.2858,2739631576.48589
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2019,Production loss,Infectious,6062353499.54746,895082148.702697,6006876752.62042,6117830246.4745
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2019,Production loss,Non-infectious,5901657441.90852,838442115.673928,5849691216.09155,5953623667.72548
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2020,Mortality,External,1229865326.67364,215572494.534549,1216504250.55223,1243226402.79504
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2020,Mortality,Infectious,2476847647.10796,232674328.555492,2462426607.80961,2491268686.40631
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2020,Mortality,Non-infectious,1017388411.11503,180886736.091828,1006177141.07108,1028599681.15898
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,External,2841295931.65516,569821018.469714,2805978708.00013,2876613155.31018
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,6365471174.52489,939836256.136701,6307220590.25156,6423721758.79821
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,Non-infectious,6196740314.004,880364221.456505,6142175776.89626,6251304851.11174
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,External,1291358598.45713,226351126.028145,1277329468.11025,1305387728.80401
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,2600690036.97599,244308032.183708,2585547946.50604,2615832127.44595
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,Non-infectious,1068257835.56822,189931075.495027,1056486001.86101,1080029669.27543
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,External,2983360728.23794,598312069.392848,2946277643.40019,3020443813.0757
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,6683744733.25119,986828068.942459,6622581619.76426,6744907846.73811
Cattle,National,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,Non-infectious,6506577329.70426,924382432.528263,6449284565.74119,6563870093.66732
Cattle,National,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,External,1258151598.16708,183881348.812673,1246754723.51432,1269548472.81983
Cattle,National,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,2151764162.71695,216142459.437612,2138367760.454,2165160564.97991
