species,region,production_system,group,age_group,sex,year,ahle_component,cause,disease,mean,sd,lower95,upper95,exchg_rate_lcuperusdol,mean_usd,sd_usd,lower95_usd,upper95_usd
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2018,Mortality,Infectious,FMD,28657853.310485516,39802.42917215149,28579840.5493081,28735866.071662933,27.4293865941667,1044786.5179959973,1451.087104536859,1041942.3872711051,1047630.6487208896
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2018,Mortality,Infectious,Other diseases,2104874646.2929044,187188565.99968606,1737985056.9335198,2471764235.652289,27.4293865941667,76737940.86013356,6824380.317695282,63362155.437450804,90113726.2828163
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2018,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2018,Mortality,Non-infectious,All conditions,1366752095.13268,169331104.139545,1034863131.0191717,1698641059.2461882,27.4293865941667,49828022.60052515,6173346.369165834,37728263.71696012,61927781.48409019
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2018,Production loss,External,All causes,8675413222.34487,7826156446.49657,-6663853412.788406,24014679857.478146,27.4293865941667,316281707.305472,285320140.85072273,-242945768.7619446,875509183.3728886
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2018,Production loss,Infectious,Brucellosis,602790684.8164313,62993874594.664604,-122865203520.72618,124070784890.35905,27.4293865941667,21976090.59710524,2296583424.4379807,-4479327421.301336,4523279602.495547
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2018,Production loss,Infectious,FMD,641209134.7799674,63282149809.03178,-123391804490.92232,124674222760.48225,27.4293865941667,23376721.625861324,2307093145.9506187,-4498525844.437351,4545279287.689074
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2018,Production loss,Infectious,Other diseases,27347939671.132404,92793986054.2004,-154528272995.10034,209224152337.36517,27.4293865941667,997030669.1783032,3383013533.154785,-5633675855.805075,7627737194.161682
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2018,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2018,Production loss,Non-infectious,All conditions,25404979720.4472,22213356495.5629,-18133199010.856083,68943158451.75049,27.4293865941667,926195692.8285804,809837887.5263265,-661086566.7230196,2513477952.3801804
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Health cost,External,All causes,792810618.4347068,538768.9172088216,791754631.3569775,793866605.5124362,29.06975,27272701.637774896,18533.661872180586,27236375.66050542,27309027.615044374
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Health cost,Infectious,Brucellosis,5831.1958339860585,802.6339428587437,4258.033305982921,7404.358361989196,29.06975,200.59325704507464,27.610624200715304,146.47643361167266,254.71008047847664
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Health cost,Infectious,FMD,963937.7131955737,128503.47399763174,712070.9041602155,1215804.5222309318,29.06975,33159.47722961407,4420.522157831827,24495.253800263694,41823.70065896445
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Health cost,Infectious,Other diseases,107752.10100328433,192096.79453684605,-268757.6162889339,484261.81829550257,29.06975,3706.67449851768,6608.1336969477225,-9245.267547499856,16658.616544535216
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Health cost,Non-infectious,All conditions,792810618.4347068,538768.9172088216,791754631.3569775,793866605.5124362,29.06975,27272701.637774896,18533.661872180586,27236375.66050542,27309027.615044374
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Mortality,External,All causes,957652616.959458,158610781.929223,646775484.378181,1268529749.540735,29.06975,32943269.78936723,5456214.172093774,22249090.012063432,43637449.56667103
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Mortality,Infectious,FMD,30090745.97600979,39802.430969363544,30012733.21130984,30168758.74070974,29.06975,1035122.2826481063,1369.204446868774,1032438.6419322436,1037805.9233639691
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Mortality,Infectious,Other diseases,2210118387.57058,196548011.3591899,1824884285.3065677,2595352489.8345923,29.06975,76028118.14929885,6761255.647509521,62776057.080180176,89280179.21841751
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Mortality,Non-infectious,All conditions,1435089705.17035,177797668.933549,1086606274.060594,1783573136.280106,29.06975,49367115.47812933,6116243.481060174,37379278.25525139,61354952.70100727
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Production loss,External,All causes,9109183883.46211,8217464268.82127,-6997046083.427578,25215413850.3518,29.06975,313356113.60476476,282680940.45601594,-240698529.6890265,867410756.898556
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Production loss,Infectious,Brucellosis,632930219.0572482,66143568324.397835,-129008463696.7625,130274324134.877,29.06975,21772812.5992569,2275340115.563355,-4437893813.904919,4481439439.103433
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Production loss,Infectious,FMD,673269591.519016,66446257299.48214,-129561394715.46597,130907933898.504,29.06975,23160487.84454686,2285752622.553759,-4456914652.360821,4503235628.049914
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Production loss,Infectious,Other diseases,28715336654.68894,97433685356.9095,-162254686644.85367,219685359954.23154,29.06975,987808173.6062037,3351720787.310159,-5581564569.5217085,7557180916.734116
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2019,Production loss,Non-infectious,All conditions,26675228706.4695,23324024320.3407,-19039858961.398266,72390316374.33727,29.06975,917628418.0796018,802346918.0278709,-654971541.2550251,2490228377.4142284
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Health cost,External,All causes,832451149.3564422,565707.3630692628,831342362.9248265,833559935.7880579,34.9271654040404,23833916.65846847,16196.772813513844,23802170.983753987,23865662.333182957
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Health cost,Infectious,Brucellosis,6122.755625685361,842.7656400016808,4470.934971282067,7774.576280088656,34.9271654040404,175.30067369787403,24.129230936793657,128.00738106175845,222.5939663339896
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Health cost,Infectious,FMD,1012134.5988553524,134928.64769751334,747674.4493682262,1276594.7483424786,34.9271654040404,28978.435184959722,3863.1433766996934,21406.674166628323,36550.196203291125
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Health cost,Infectious,Other diseases,113139.70605344861,201701.63426368835,-282195.49710338056,508474.9092102778,34.9271654040404,3239.3039842952876,5774.921380833137,-8079.54192213766,14558.149890728235
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Health cost,Non-infectious,All conditions,832451149.3564422,565707.3630692628,831342362.9248265,833559935.7880579,34.9271654040404,23833916.65846847,16196.772813513844,23802170.983753987,23865662.333182957
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Mortality,External,All causes,1005535248.74298,166541306.863511,679114287.2904985,1331956210.1954615,34.9271654040404,28789489.13004715,4768245.717536682,19443727.523675255,38135250.736419044
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Mortality,Infectious,FMD,31595283.274810273,39802.43295078973,31517270.506226726,31673296.04339382,34.9271654040404,904604.8515335661,1139.5838308191294,902371.2672251606,906838.4358419715
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Mortality,Infectious,Other diseases,2320624315.91213,206375429.00950435,1916128475.0535014,2725120156.7707586,34.9271654040404,66441816.53641089,5908736.842000659,54860692.3260896,78022940.74673219
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Mortality,Non-infectious,All conditions,1506844195.7099,186687561.968689,1140936574.2512693,1872751817.1685305,34.9271654040404,43142470.288630605,5345053.336251926,32666165.74957683,53618774.82768439
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Production loss,External,All causes,9564643077.63522,8628337482.2622,-7346898387.59869,26476184542.86913,34.9271654040404,273845385.59000194,247038011.31436983,-210349116.5861629,758039887.7661668
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Production loss,Infectious,Brucellosis,664576730.0101519,69450746740.61772,-135458886881.60059,136788040341.62088,34.9271654040404,19027502.584944185,1988444980.7823112,-3878324659.748386,3916379664.918274
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Production loss,Infectious,FMD,706933071.0949622,69768570164.4551,-136039464451.23703,137453330593.42694,34.9271654040404,20240207.38348219,1997544586.208654,-3894947181.5854797,3935427596.3524437
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Production loss,Infectious,Other diseases,30151103487.423386,102305369624.75406,-170367420977.09454,230669627951.94135,34.9271654040404,863256526.5068858,2929105996.4722843,-4877791226.578791,6604304279.592564
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2020,Production loss,Non-infectious,All conditions,28008990141.793,24490225536.3574,-19991851909.4675,76009832193.0535,34.9271654040404,801925659.2335116,701179876.8394859,-572386899.3718805,2176238217.838904
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Health cost,External,All causes,874073706.8242644,593992.7312227259,872909481.0710678,875237932.577461,34.9271654040404,25025612.491391897,17006.611454189533,24992279.532941684,25058945.44984211
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Health cost,Infectious,Brucellosis,6428.89340696963,884.903922001765,4694.481719846171,8163.305094093089,34.9271654040404,184.06570738276776,25.335692483633345,134.4077501148464,233.7236646506891
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Health cost,Infectious,FMD,1062741.32879812,141675.080082389,785058.1718366374,1340424.4857596024,34.9271654040404,30427.356944207706,4056.300545534678,22477.007874959738,38377.706013455674
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Health cost,Infectious,Other diseases,118796.6913561211,211786.71597687274,-296305.27195854945,533898.6546707917,34.9271654040404,3401.269183510054,6063.6674498747925,-8483.519018244539,15286.057385264648
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Health cost,Non-infectious,All conditions,874073706.8242644,593992.7312227259,872909481.0710678,875237932.577461,34.9271654040404,25025612.491391897,17006.611454189533,24992279.532941684,25058945.44984211
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,External,All causes,1055812012.11568,174868358.045215,713070030.3470585,1398553993.8843014,34.9271654040404,30228963.613335274,5006657.597956291,20415914.721340943,40042012.50532961
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,Infectious,FMD,33175047.43855079,39802.43513531199,33097034.66568558,33253060.211416,34.9271654040404,949835.0941102444,1139.583893364207,947601.5096792507,952068.6785412382
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,Infectious,Other diseases,2436655540.670759,216694217.56408444,2011934874.2451537,2861376207.0963645,34.9271654040404,69763907.61985183,6204174.173808479,57603726.2391872,81924089.00051643
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,Non-infectious,All conditions,1582186410.77643,196021949.656954,1197983389.4488,1966389432.1040597,34.9271654040404,45299593.9542635,5612306.277631051,34299473.650106646,56299714.25842036
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,External,All causes,10042875231.517,9059754356.3752,-7714243306.978392,27799993770.01239,34.9271654040404,287537654.8695026,259389911.88008523,-220866572.41546437,795941882.1544695
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,Infectious,Brucellosis,697805566.5106152,72923284077.64862,-142231831225.68066,143627442358.7019,34.9271654040404,19978877.71419013,2087867229.8214273,-4072240892.7358065,4112198648.164187
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,Infectious,FMD,742279724.6496737,73256998672.67674,-142841437673.79672,144325997123.0961,34.9271654040404,21252217.75265525,2097421815.519055,-4089694540.664692,4132198976.170003
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,Infectious,Other diseases,31658658661.79461,107420638105.99092,-178885792025.94757,242203109349.5368,34.9271654040404,906419352.8322315,3075561296.2958746,-5121680787.907681,6934519493.572145
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,Non-infectious,All conditions,29409439648.8826,25714736813.1749,-20991444504.9402,79810323802.7054,34.9271654040404,842021942.1951858,736238870.6814495,-601006244.3404553,2285050128.730827
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Health cost,External,All causes,532795845.3556819,699605.5858181032,531424618.4074784,534167072.3038854,23.8661044574125,22324374.14771318,29313.773727358963,22266919.151207555,22381829.144218802
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Health cost,Infectious,Brucellosis,4401.841184713973,427.3534803626549,3564.2283632031695,5239.454006224777,23.8661044574125,184.43903120296696,17.90629388743518,149.342695183594,219.53536722233991
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Health cost,Infectious,FMD,725540.9867660737,68181.718412913,591904.8186767643,859177.1548553832,23.8661044574125,30400.478136712845,2856.8432076788577,24801.065449662285,35999.89082376341
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Health cost,Infectious,Other diseases,81104.75866119866,101923.24717976249,-118664.80581113583,280874.3231335331,23.8661044574125,3398.324129768425,4270.627716460298,-4972.10619449376,11768.754454030608
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Health cost,Non-infectious,All conditions,532795845.3556819,699605.5858181032,531424618.4074784,534167072.3038854,23.8661044574125,22324374.14771318,29313.773727358963,22266919.151207555,22381829.144218802
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Mortality,External,All causes,2558490535.65465,497431335.544373,1583525117.9876792,3533455953.321621,23.8661044574125,107201849.39356604,20842586.037952133,66350380.75917987,148053318.02795222
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,FMD,42520779.37010132,20721.51148728496,42480165.20758624,42561393.5326164,23.8661044574125,1781638.8697190555,868.240207540411,1779937.118912276,1783340.6205258346
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,Other diseases,5991944830.997059,552593136.0413417,4908862284.3560295,7075027377.638088,23.8661044574125,251065055.11568895,23153889.10776821,205683432.46446326,296446677.7669146
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Mortality,Non-infectious,All conditions,3699608739.60743,507027515.073858,2705834810.0626683,4693382669.152191,23.8661044574125,155015190.94618642,21244670.07083688,113375637.60734615,196654744.2850267
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Production loss,External,All causes,5244815294.36445,1084260770.30699,3119664184.5627503,7369966404.166151,23.8661044574125,219760007.49194238,45430990.727530845,130715265.66598192,308804749.31790286
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,Brucellosis,91985707.49943723,4087678771.5787816,-7919864684.794974,8103836099.793849,23.8661044574125,3854240.5470310287,171275491.5186505,-331845722.8295239,339554203.923586
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,FMD,-97364400.38582857,4111407225.553535,-8155722562.4707575,7960993761.6991,23.8661044574125,-4079610.0829764223,172269723.9044634,-341728268.93572474,333569048.7697718
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,Other diseases,17387650725.27349,6155228368.69797,5323403122.625469,29451898327.921513,23.8661044574125,728550013.5265315,257906705.28915063,223052871.15979624,1234047155.8932667
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Production loss,Non-infectious,All conditions,14917175393.8884,1896595805.94555,11199847614.23512,18634503173.541676,23.8661044574125,625036038.8938681,79468176.69091749,469278412.57966983,780793665.2080663
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Health cost,External,All causes,559435637.623466,734585.8651090084,557995849.3278524,560875425.9190797,27.4293865941667,20395484.809800267,26780.980412636345,20342994.088191498,20447975.531409033
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Health cost,Infectious,Brucellosis,4621.933243949672,448.7211543807877,3742.439781363328,5501.426706536016,27.4293865941667,168.50297501485505,16.35913923340216,136.43906211738684,200.56688791232332
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Health cost,Infectious,FMD,761818.0361043775,71590.80433355866,621500.0596106024,902136.0125981525,27.4293865941667,27773.79047427879,2610.0038397790345,22658.18294831188,32889.3980002457
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Health cost,Infectious,Other diseases,85159.99659425858,107019.40953875062,-124598.04610169263,294918.03929020977,27.4293865941667,3104.6992721437387,3901.6333511996954,-4542.502096207663,10751.90064049514
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Health cost,Non-infectious,All conditions,559435637.623466,734585.8651090084,557995849.3278524,560875425.9190797,27.4293865941667,20395484.809800267,26780.980412636345,20342994.088191498,20447975.531409033
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Mortality,External,All causes,2686415056.06698,522302903.187117,1662701365.8202305,3710128746.3137293,27.4293865941667,97939304.87086755,19041727.433241,60617519.101715185,135261090.64001992
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,FMD,44646818.33860637,20721.527222699337,44606204.14524988,44687432.531962864,27.4293865941667,1627700.2106966998,755.4498950080824,1626219.5289024839,1629180.8924909157
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,Other diseases,6291542056.645283,580222794.3967296,5154305379.627693,7428778733.662872,27.4293865941667,229372320.63305712,21153327.377730105,187911798.9727061,270832842.2934081
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Mortality,Non-infectious,All conditions,3884589165.66343,532378883.35328,2841126554.2910013,4928051777.035859,27.4293865941667,141621437.7353065,19409069.9595338,103579660.61462025,179663214.85599273
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Production loss,External,All causes,5507056059.08267,1138473808.82204,3275647393.7914715,7738464724.373869,27.4293865941667,200772118.62454972,41505624.083629884,119421095.42063512,282123141.82846427
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,Brucellosis,96584992.87440376,4292062710.1577206,-8315857919.034728,8509027904.783536,27.4293865941667,3521223.2159411144,156476802.5498061,-303173309.7816788,310215756.213561
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,FMD,-102232620.40512152,4316977586.826116,-8563508690.584309,8359043449.774065,27.4293865941667,-3727120.183827331,157385130.43321902,-312201975.83293664,304747735.46528196
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,Other diseases,18257033261.537216,6462989787.12891,5589573278.764553,30924493244.30988,27.4293865941667,665601222.9387538,235622833.37766543,203780469.51852965,1127421976.358978
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Production loss,Non-infectious,All conditions,15663034163.5828,1991425596.2415,11759839994.94946,19566228332.21614,27.4293865941667,571031149.7419267,72601900.49838768,428731424.7650867,713330874.7187666
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Health cost,External,All causes,587407419.5046394,771315.1583644588,585895641.794245,588919197.2150338,29.06975,20206827.35505601,26533.257367691804,20154822.17061533,20258832.539496686
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Health cost,Infectious,Brucellosis,4853.029906147156,471.1572120998272,3929.5617704314946,5776.498041862817,29.06975,166.94432893805953,16.207817820924745,135.17700600904703,198.71165186707205
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Health cost,Infectious,FMD,799908.9379095964,75170.3445502366,652575.0625911327,947242.81322806,29.06975,27516.883974220502,2585.8614040449816,22448.595622292338,32585.172326148662
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Health cost,Infectious,Other diseases,89417.99642397149,112370.38001568815,-130827.94840677729,309663.94125472027,29.06975,3075.980922573173,3865.5433918657077,-4500.484125483614,10652.44597062996
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Health cost,Non-infectious,All conditions,587407419.5046394,771315.1583644588,585895641.794245,588919197.2150338,29.06975,20206827.35505601,26533.257367691804,20154822.17061533,20258832.539496686
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Mortality,External,All causes,2820735802.58071,548418049.201069,1745836426.1466148,3895635179.014805,29.06975,97033369.82879832,18865592.2118721,60056809.09352901,134009930.56406763
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,FMD,46879159.25553668,20721.544570979844,46838545.02817756,46919773.48289581,29.06975,1612644.0459768896,712.8215609346432,1611246.9157174574,1614041.1762363215
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,Other diseases,6606119143.777593,609233935.6517594,5412020629.900145,7800217657.655041,29.06975,227250634.89633012,20957659.9610165,186173621.3727378,268327648.41992247
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Mortality,Non-infectious,All conditions,4078818613.1608,558997820.141578,2983182885.683307,5174454340.638292,29.06975,140311444.47959822,19229536.550592214,102621552.84043747,178001336.11875895
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Production loss,External,All causes,5782408862.03681,1195397499.26286,3439429763.481604,8125387960.592016,29.06975,198914984.20305678,41121698.647661574,118316454.8536401,279513513.5524735
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,Brucellosis,101414242.51812851,4506665845.665607,-8731650814.986462,8934479300.02272,29.06975,3488652.0358148427,155029398.10853577,-300368968.2569153,307346272.328545
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,FMD,-107344251.42537987,4532826466.162566,-8991684125.10401,8776995622.253248,29.06975,-3692644.4646197464,155929323.99358666,-309314119.49204963,301928830.56281006
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,Other diseases,19169884924.61405,6786139276.481584,5869051942.710148,32470717906.517956,29.06975,659444437.0733856,233443331.17696518,201895507.96653387,1116993366.1802375
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Production loss,Non-infectious,All conditions,16446185871.762,2090996876.0523,12347831994.699492,20544539748.82451,29.06975,565749133.4380928,71930335.69440053,424765675.4770678,706732591.399118
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Health cost,External,All causes,616777790.4798712,809880.9162826816,615190423.8839571,618365157.0757852,34.9271654040404,17658970.699309077,23187.708103818637,17613522.791425593,17704418.60719256
Cattle,National,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Health cost,Infectious,Brucellosis,5095.681401454514,494.7150727048184,4126.0398589530705,6065.322943955958,34.9271654040404,145.8945019587831,14.164191882791307,118.13268586851217,173.65631804905408
