species,region,production_system,group,age_group,sex,year,ahle_component,cause,disease,mean,sd,lower95,upper95,exchg_rate_lcuperusdol,mean_usd,sd_usd,lower95_usd,upper95_usd
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2019,Mortality,Non-infectious,All conditions,1062113419.82168,130945219.549412,805460789.5048325,1318766050.1385274,29.06975,36536723.56389993,4504518.255210726,27707867.78368691,45365579.34411295
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2019,Production loss,External,All causes,3777967417.04381,1413585014.52549,1007340788.5738497,6548594045.51377,29.06975,129962157.12360133,48627353.67608907,34652543.918466784,225271770.3287359
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2019,Production loss,Infectious,Brucellosis,169777466.3262445,8199791116.781275,-15901813122.565054,16241368055.217543,29.06975,5840348.345831819,282072983.66106606,-547022699.6298577,558703396.3215213
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2019,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2019,Production loss,Infectious,Other diseases,8155318245.145374,11973491468.121174,-15312725032.372128,31623361522.662876,29.06975,280543115.9588705,411888353.63638055,-526758057.1684355,1087844289.0861764
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2019,Production loss,Infectious,PPR,388896156.34791183,8168829007.30879,-15622008697.977316,16399801010.67314,29.06975,13378035.80518965,281007886.4561542,-537397421.6488726,564153493.259252
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2019,Production loss,Non-infectious,All conditions,5403062138.85545,1930245778.86994,1619780412.2703671,9186343865.440533,29.06975,185865449.09589693,66400494.63342272,55720479.6143884,316010418.57740545
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Health cost,External,All causes,2866817.666177029,5604506.0062620565,-8118014.106096601,13851649.438450659,34.9271654040404,82079.8834664491,160462.66398743377,-232426.93794892106,396586.70488181926
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Health cost,Infectious,Brucellosis,571535.9701193343,236517.74137013985,107961.1970338602,1035110.7432048083,34.9271654040404,16363.651716586728,6771.741669674095,3091.038044025501,29636.265389147953
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Health cost,Infectious,Other diseases,1118579.1888014823,5301280.672890512,-9271930.930063922,11509089.307666887,34.9271654040404,32026.051237243668,151781.01662602302,-265464.74134976143,329516.8438242488
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Health cost,Infectious,PPR,9495676.72909401,3538473.9839058137,2560267.720638615,16431085.737549406,34.9271654040404,271870.8094186064,101310.08179371123,73303.04910293239,470438.5697342804
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Health cost,Non-infectious,All conditions,2866817.666177029,5604506.0062620565,-8118014.106096601,13851649.438450659,34.9271654040404,82079.8834664491,160462.66398743377,-232426.93794892106,396586.70488181926
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Mortality,External,All causes,917064280.289554,127692099.820413,666787764.6415446,1167340795.9375634,34.9271654040404,26256476.003159057,3655953.706613749,19090806.738196112,33422145.268122002
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Mortality,Infectious,Other diseases,1368031936.5250554,157611359.9143179,1059113671.0929923,1676950201.9571185,34.9271654040404,39168135.19504221,4512572.322748107,30323493.442455918,48012776.9476285
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Mortality,Infectious,PPR,576326513.8252246,49167.22005755209,576230146.0739118,576422881.5765375,34.9271654040404,16500809.818324242,1407.7071382341378,16498050.712333301,16503568.924315182
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Mortality,Non-infectious,All conditions,1115219090.88143,137492480.533531,845733829.0357091,1384704352.7271507,34.9271654040404,31929848.24220578,3936548.4986544535,24214213.184843052,39645483.299568504
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Production loss,External,All causes,3966865787.896,1484264265.25174,1057707828.0025897,6876023747.78941,34.9271654040404,113575371.54839109,42495984.08807716,30283242.73575986,196867500.3610223
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,Brucellosis,178266339.6425554,8609780672.62034,-16696903778.693312,17053436457.978422,34.9271654040404,5103945.240913636,246506711.12361023,-478049208.5613624,488257099.04318964
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,Other diseases,8563084157.402629,12572166041.52718,-16078361283.990643,33204529598.795902,34.9271654040404,245169742.75879955,359953803.7539348,-460339712.59891266,950679198.1165118
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,PPR,408340964.16531634,8577270457.674171,-16403109132.87606,17219791061.20669,34.9271654040404,11691213.971749311,245575910.8548198,-469637571.30369747,493019999.2471961
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2020,Production loss,Non-infectious,All conditions,5673215245.79822,2026758067.8134,1700769432.8839555,9645661058.712484,34.9271654040404,162429878.8684964,58028129.23315395,48694745.57151464,276165012.1654781
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Health cost,External,All causes,3010158.549485881,5884731.306575159,-8523914.81140143,14544231.910373192,34.9271654040404,86183.87763977157,168485.79718680543,-244048.2848463671,416416.04012591025
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Health cost,Infectious,Brucellosis,600112.7686253011,248343.62843864685,113359.25688555324,1086866.280365049,34.9271654040404,17181.834302416068,7110.328753157801,3245.5899462267776,31118.078658605355
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Health cost,Infectious,Other diseases,1174508.1482415572,5566344.706535039,-9735527.476567117,12084543.773050232,34.9271654040404,33627.35379910587,159370.06745732418,-278737.9784172495,345992.6860154613
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Health cost,Infectious,PPR,9970460.56554871,3715397.6831011046,2688281.1066705454,17252640.024426877,34.9271654040404,285464.3498895367,106375.58588339678,76968.201558079,493960.4982209944
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Health cost,Non-infectious,All conditions,3010158.549485881,5884731.306575159,-8523914.81140143,14544231.910373192,34.9271654040404,86183.87763977157,168485.79718680543,-244048.2848463671,416416.04012591025
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Mortality,External,All causes,962917494.365783,134076704.847167,700127152.8653357,1225707835.8662302,34.9271654040404,27569299.80508501,3838751.392967518,20045347.074868675,35093252.53530134
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,Other diseases,1436433533.459004,165491927.81052524,1112069354.9503746,1760797711.9676332,34.9271654040404,41126541.957877755,4738200.9360364815,31839668.123246256,50413415.79250926
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,PPR,605142839.516486,51615.75056405394,605041672.6453805,605244006.3875916,34.9271654040404,17325850.30924046,1477.8110381119845,17322953.79960576,17328746.81887516
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Mortality,Non-infectious,All conditions,1170980045.49095,144367104.566573,888020520.540467,1453939570.4414332,34.9271654040404,33526340.65618993,4133375.9237694247,25424923.845601857,41627757.466778
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Production loss,External,All causes,4165209077.2908,1558477478.51431,1110593219.4027529,7219824935.178847,34.9271654040404,119254140.12581065,44620783.29248053,31797404.872548822,206710875.3790725
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,Brucellosis,187179656.62468526,9040269706.251356,-17531748967.627975,17906108280.877342,34.9271654040404,5359142.502959377,258832046.6797907,-501951668.9894305,512669953.9953491
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,Other diseases,8991238365.272768,13200774343.603489,-16882279348.19007,34864756078.7356,34.9271654040404,257428229.89673975,377951493.9416301,-483356698.22885525,998213158.0223347
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,PPR,428758012.3735774,9006133980.557823,-17223264589.519756,18080780614.26691,34.9271654040404,12275774.670336641,257854706.39755914,-493119449.8688793,517670999.2095526
All Small Ruminants,National,Crop livestock mixed,Juvenile,Juvenile,Overall,2021,Production loss,Non-infectious,All conditions,5956876008.08813,2128095971.20404,1785807904.5282116,10127944111.648048,34.9271654040404,170551372.81192118,60929535.694810785,51129482.85009204,289973262.7737503
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2017,Health cost,External,All causes,1897590.775035021,6937293.275590694,-11699504.045122739,15494685.595192779,23.8661044574125,79509.86632196918,290675.5598916379,-490214.2310656411,649233.9637095794
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2017,Health cost,Infectious,Brucellosis,702391.6517666938,299745.6212768201,114890.2340641265,1289893.069469261,23.8661044574125,29430.511084038273,12559.469929903998,4813.950021426437,54047.0721466501
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2017,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2017,Health cost,Infectious,Other diseases,1384123.8206927348,6779310.672063862,-11903325.096552435,14671572.737937905,23.8661044574125,57995.38098740048,284056.0211307672,-498754.4204289032,614745.1824037042
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2017,Health cost,Infectious,PPR,11754722.734467922,4525203.162054532,2885324.5368410386,20624120.932094805,23.8661044574125,492527.91780256614,189607.9508966141,120896.33404520253,864159.5015599298
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2017,Health cost,Non-infectious,All conditions,1897590.775035021,6937293.275590694,-11699504.045122739,15494685.595192779,23.8661044574125,79509.86632196918,290675.5598916379,-490214.2310656411,649233.9637095794
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2017,Mortality,External,All causes,885456184.94213,146535758.122433,598246099.0221612,1172666270.8620987,23.8661044574125,37100993.44122827,6139911.035079749,25066767.81247196,49135219.06998458
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2017,Mortality,Infectious,Brucellosis,6481036.358640914,1902.0837790072792,6477308.27443406,6484764.442847768,23.8661044574125,271558.1996301868,79.69812511302057,271401.9913049652,271714.4079554083
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2017,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2017,Mortality,Infectious,Other diseases,1995385626.7303424,191008883.15618291,1621008215.7442238,2369763037.7164607,23.8661044574125,83607512.49920058,8003354.024408372,67920938.61136018,99294086.38704099
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2017,Mortality,Infectious,PPR,336169654.6113664,61900.69700895002,336048329.2452288,336290979.97750396,23.8661044574125,14085652.529143963,2593.6657203276623,14080568.94433212,14090736.113955805
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2017,Mortality,Non-infectious,All conditions,1148714407.21797,165974923.183438,823403557.7784314,1474025256.6575084,23.8661044574125,48131625.72332554,6954420.378055806,34500961.78233616,61762289.66431492
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2017,Production loss,External,All causes,1685703264.02808,774312472.596348,168050817.7392378,3203355710.316922,23.8661044574125,70631688.84708884,32444024.28465265,7041401.249169652,134221976.44500804
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2017,Production loss,Infectious,Brucellosis,156191394.19391236,4652944684.874693,-8963580188.160486,9275962976.548311,23.8661044574125,6544486.322542737,194960375.42186946,-375577849.5043214,388666822.1494069
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2017,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2017,Production loss,Infectious,Other diseases,3304846699.225539,6776849928.9519005,-9977779161.520187,16587472559.971264,23.8661044574125,138474492.3547461,283952914.94029725,-418073220.92823654,695022205.6377287
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2017,Production loss,Infectious,PPR,280021555.39811844,4647955358.170533,-8829970946.616125,9390014057.412363,23.8661044574125,11733023.120626936,194751320.49574766,-369979565.0510384,393445611.2922923
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2017,Production loss,Non-infectious,All conditions,2152384083.31881,966161312.58025,258707910.66152,4046060255.9761,23.8661044574125,90185815.08178674,40482572.8599446,10839972.276295334,169531657.88727814
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2018,Health cost,External,All causes,1992470.3137867711,7284157.939370228,-12284479.247378875,16269419.874952417,27.4293865941667,72639.98802694706,265560.3658639352,-447858.32906636584,593138.30512026
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2018,Health cost,Infectious,Brucellosis,737511.2343550286,314732.9023406611,120634.74576733285,1354387.7229427244,27.4293865941667,26887.631330110467,11474.29605325531,4398.011065730057,49377.251594490874
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2018,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2018,Health cost,Infectious,Other diseases,1453330.0117273722,7118276.205667054,-12498491.351380054,15405151.374834798,27.4293865941667,52984.41533637672,259512.77405455615,-455660.6218105533,561629.4524833068
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2018,Health cost,Infectious,PPR,12342458.871191317,4751463.320157259,3029590.76368309,21655326.978699543,27.4293865941667,449972.1066972799,173225.28536484786,110450.5473821781,789493.6660123816
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2018,Health cost,Non-infectious,All conditions,1992470.3137867711,7284157.939370228,-12284479.247378875,16269419.874952417,27.4293865941667,72639.98802694706,265560.3658639352,-447858.32906636584,593138.30512026
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2018,Mortality,External,All causes,929728994.1881,153862546.025921,628158403.9772949,1231299584.398905,27.4293865941667,33895362.22387932,5609405.281364999,22900927.87240393,44889796.57535472
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2018,Mortality,Infectious,Brucellosis,6805088.176572962,1933.4970640226118,6801298.522327477,6808877.830818446,27.4293865941667,248094.7998312209,70.48998552646457,247956.63945958903,248232.9602028528
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2018,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2018,Mortality,Infectious,Other diseases,2095154908.065442,200559327.31958604,1702058626.5190535,2488251189.6118307,27.4293865941667,76383585.93520318,7311841.503675412,62052376.587999366,90714795.28240699
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2018,Mortality,Infectious,PPR,352978137.34193486,64993.81284654553,352850749.4687556,353105525.2151141,27.4293865941667,12868612.140856307,2369.4956729498103,12863967.929337325,12873256.352375291
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2018,Mortality,Non-infectious,All conditions,1206150127.57775,174273669.341557,864573735.6682982,1547726519.4872017,27.4293865941667,43972916.54470527,6353538.703582205,31519980.685684152,56425852.40372639
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2018,Production loss,External,All causes,1769988427.22948,813028096.226156,176453358.62621427,3363523495.8327456,27.4293865941667,64528910.304027595,29640768.430419784,6433004.180404819,122624816.42765036
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2018,Production loss,Infectious,Brucellosis,164000963.90360907,4885591919.1184025,-9411759197.56846,9739761125.375677,27.4293865941667,5979024.114906255,178115245.2077584,-343126856.4923002,355084904.72211266
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2018,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2018,Production loss,Infectious,Other diseases,3470089034.1868143,7115692425.399458,-10476668119.596123,17416846187.969753,27.4293865941667,126509902.88367529,259418576.53181073,-381950507.11867374,634970312.8860244
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2018,Production loss,Infectious,PPR,294022633.1680269,4880353126.079036,-9271469493.946884,9859514760.282936,27.4293865941667,10719256.595791155,177924253.22106624,-338012279.7174987,359450792.909081
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2018,Production loss,Non-infectious,All conditions,2260003287.48475,1014469378.20925,271643306.1946199,4248363268.7748795,27.4293865941667,82393504.48928288,36984763.575609565,9903367.881088132,154883641.0974776
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2019,Health cost,External,All causes,2092093.8294761088,7648365.836338739,-12898703.20974782,17082890.868700035,29.06975,71968.0709148207,263103.9426324182,-443715.65664471895,587651.7984743603
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2019,Health cost,Infectious,Brucellosis,774386.7960727799,330469.5474576942,126666.48305569927,1422107.1090898607,29.06975,26638.921768256692,11368.159253440232,4357.329631513834,48920.513904999556
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2019,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2019,Health cost,Infectious,Other diseases,1525996.5123137403,7474190.01595041,-13123415.918949062,16175408.943576543,29.06975,52494.31152017958,257112.2908160686,-451445.7784793148,556434.401519674
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2019,Health cost,Infectious,PPR,12959581.814750884,4989036.486165123,3181070.301867243,22738093.327634525,29.06975,445809.88191335957,171622.9580978551,109428.88404156358,782190.8797851555
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2019,Health cost,Non-infectious,All conditions,2092093.8294761088,7648365.836338739,-12898703.20974782,17082890.868700035,29.06975,71968.0709148207,263103.9426324182,-443715.65664471895,587651.7984743603
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2019,Mortality,External,All causes,976215443.896423,161555673.324709,659566324.1799934,1292864563.6128526,29.06975,33581831.4191358,5557518.496881088,22689095.16524887,44474567.67302273
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2019,Mortality,Infectious,Brucellosis,7145342.585401611,1967.549016089105,7141486.189330077,7149198.981473146,29.06975,245799.9324177749,67.68372676370127,245667.27231331804,245932.59252223175
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2019,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2019,Mortality,Infectious,Other diseases,2199912653.4673667,210587293.69089225,1787161557.8332179,2612663749.1015153,29.06975,75677040.68550183,7244207.249491043,61478394.47649938,89875686.89450426
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2019,Mortality,Infectious,PPR,370627044.2090316,68241.6758061295,370493290.52445155,370760797.8936116,29.06975,12749577.970537469,2347.5150562398885,12744976.84102724,12754179.1000477
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2019,Mortality,Non-infectious,All conditions,1266457633.95557,182987352.807632,907802422.4526112,1625112845.4585288,29.06975,43566168.74777286,6294768.713443769,31228422.06942307,55903915.42612264
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2019,Production loss,External,All causes,1858487848.59096,853679501.037455,185276026.55754828,3531699670.6243715,29.06975,63932020.35074124,29366592.455643922,6373499.137679144,121490541.56380333
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2019,Production loss,Infectious,Brucellosis,172201012.09878835,5129871515.074298,-9882347157.446835,10226749181.644413,29.06975,5923718.370429342,176467685.99916744,-339952946.1879388,351800382.9287976
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2019,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2019,Production loss,Infectious,Other diseases,3643593485.896155,7471477046.669393,-11000501525.575855,18287688497.368164,29.06975,125339691.1186424,257018964.61680588,-378417479.53029716,629096861.7675819
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2019,Production loss,Infectious,PPR,308723764.82642674,5124370782.382963,-9735042968.64418,10352490498.297035,29.06975,10620103.88209141,176278460.68105033,-334885679.0527672,356125886.81695014
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2019,Production loss,Non-infectious,All conditions,2373003451.85899,1065192847.1197,285225471.5043783,4460781432.213602,29.06975,81631367.7227699,36642655.926511236,9811762.106807878,153450973.3387319
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2020,Health cost,External,All causes,2196698.520949914,8030784.128155677,-13543638.370235212,17937035.41213504,34.9271654040404,62893.695939487785,229929.45563302626,-387768.0371012436,513555.4289802192
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2020,Health cost,Infectious,Brucellosis,813106.135876419,346993.0248305789,132999.8072084844,1493212.4645443535,34.9271654040404,23280.049396231803,9934.76054573952,3807.918726582343,42752.18006588126
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2020,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2020,Health cost,Infectious,Other diseases,1602296.3379294276,7847899.51674793,-13779586.714896515,16984179.39075537,34.9271654040404,45875.36146703943,224693.2846099237,-394523.476368411,486274.1993024898
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2020,Health cost,Infectious,PPR,13607560.905488428,5238488.310473379,3340123.816960605,23874997.994016252,34.9271654040404,389598.203807123,149983.20790920485,95631.11630508145,683565.2913091646
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2020,Health cost,Non-infectious,All conditions,2196698.520949914,8030784.128155677,-13543638.370235212,17937035.41213504,34.9271654040404,62893.695939487785,229929.45563302626,-387768.0371012436,513555.4289802192
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2020,Mortality,External,All causes,1025026216.09021,169633456.988556,692544640.3926402,1357507791.7877798,34.9271654040404,29347535.198823612,4856777.096744664,19828252.08920407,38866818.30844315
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2020,Mortality,Infectious,Brucellosis,7502609.714671689,2004.4209347940337,7498681.049639493,7506538.379703885,34.9271654040404,214807.28905082523,57.38859456834595,214694.80740547128,214919.77069617916
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2020,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2020,Mortality,Infectious,Other diseases,2309908286.1394553,221116658.3805105,1876519635.7136548,2743296936.565256,34.9271654040404,66135005.7875651,6330793.118268097,53726651.27575963,78543360.29937057
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2020,Mortality,Infectious,PPR,389158396.4194831,71652.01890175129,389017958.4624357,389298834.3765305,34.9271654040404,11141997.69485058,2051.4696246567587,11137976.814386254,11146018.575314907
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2020,Mortality,Non-infectious,All conditions,1329780515.65233,192136720.447058,953192543.5760963,1706368487.7285635,34.9271654040404,38072958.405565314,5501068.243712427,27290864.647888955,48855052.16324167
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2020,Production loss,External,All causes,1951412241.02051,896363476.08932,194539827.88544297,3708284654.1555767,34.9271654040404,55870902.16014979,25663791.084106356,5569871.635301342,106171932.68499823
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2020,Production loss,Infectious,Brucellosis,180811062.7037255,5386365090.827991,-10376464515.319136,10738086640.726587,34.9271654040404,5176803.23072565,154217069.39335224,-297088652.78024477,307442259.24169606
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2020,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2020,Production loss,Infectious,Other diseases,3825773160.1909685,7845050899.002825,-11550526601.854568,19202072922.236504,34.9271654040404,109535747.20233095,224611725.808568,-330703235.3824623,549774729.7871242
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2020,Production loss,Infectious,PPR,324159953.0677458,5380589321.502089,-10221795117.076347,10870115023.211838,34.9271654040404,9281026.654119682,154051703.28765523,-292660311.78968453,311222365.0979239
All Small Ruminants,National,Crop livestock mixed,Neonate,Neonatal,Overall,2020,Production loss,Non-infectious,All conditions,2491653624.45194,1118452489.47568,299486745.079607,4683820503.824273,34.9271654040404,71338558.27200061,32022423.70765927,8574607.804988438,134102508.7390128
