species,region,production_system,group,age_group,sex,year,ahle_component,cause,disease,mean,sd,lower95,upper95,exchg_rate_lcuperusdol,mean_usd,sd_usd,lower95_usd,upper95_usd
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,External,All causes,4000502.45101522,4166041.775625474,-4164939.4292107085,12165944.33124115,23.8661044574125,167622.76634437154,174558.93495561884,-174512.74616864137,509758.2788573845
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,Infectious,All diseases,8291626.187860219,4095886.3546340438,263688.93277749326,16319563.442942943,23.8661044574125,347422.6890549349,171619.39276444903,11048.679236614793,683796.6988732549
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,Infectious,Brucellosis,425519.4739641568,247448.62391060445,-59479.82890062791,910518.7768289415,23.8661044574125,17829.448233726976,10368.203338427531,-2492.2303095909833,38151.126777044934
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,Infectious,Other diseases,829162.6187860221,5510451.515478565,-9971322.351551967,11629647.58912401,23.8661044574125,34742.268905493496,230890.27894399795,-417802.6778247425,487287.21563572955
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,Infectious,PPR,7036944.09511004,3677983.1501636063,-171902.87921062764,14245791.069430709,23.8661044574125,294850.97191571444,154109.0694849981,-7202.804274881854,596904.7481063107
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,Infectious,known,7462463.569074197,3686297.7191706393,237320.03949974384,14687607.098648649,23.8661044574125,312680.4201494414,154457.45348800413,9943.81131295331,615417.0289859294
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,Non-infectious,All conditions,4000502.45101522,4166041.775625474,-4164939.4292107085,12165944.33124115,23.8661044574125,167622.76634437154,174558.93495561884,-174512.74616864137,509758.2788573845
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Health cost,allcause,alldisease,16292631.089890659,820092.3520050806,14685250.0799607,17900012.099820618,23.8661044574125,682668.221743678,34362.2208420516,615318.2688932568,750018.1745940992
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,External,All causes,541088236.139752,78497112.6044742,387233895.4349826,694942576.8445215,23.8661044574125,22671828.87367683,3289062.642985878,16225266.09342451,29118391.65392915
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,Infectious,All diseases,1030607609.5802,84781480.3757996,864435908.0436327,1196779311.1167672,23.8661044574125,43182900.31032302,3552380.3445630013,36220234.83497954,50145565.7856665
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,Infectious,Other diseases,795954190.0909793,84781482.24268682,629782484.8953131,962125895.2866455,23.8661044574125,33350821.518078387,3552380.4227863755,26388155.88941709,40313487.146739684
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,Infectious,PPR,234653419.48922062,17791.99059479308,234618547.18765482,234688291.79078642,23.8661044574125,9832078.792244636,745.4920272615801,9830617.627871202,9833539.956618069
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,Infectious,known,234653419.48922062,17791.99059479308,234618547.18765482,234688291.79078642,23.8661044574125,9832078.792244636,745.4920272615801,9830617.627871202,9833539.956618069
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,Non-infectious,All conditions,611435062.093584,70345453.2472315,473557973.7290102,749312150.4581577,23.8661044574125,25619391.014761113,2947504.624089715,19842281.951545272,31396500.077976953
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Mortality,allcause,alldisease,2165738648.985785,89136.69556915351,2165563941.0624695,2165913356.9091005,23.8661044574125,90745377.10376671,3734.86572675537,90738056.76694228,90752697.44059116
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,External,All causes,3671428894.894,1525497166.53313,681454448.4890656,6661403341.298935,23.8661044574125,153834443.3816346,63918984.73650275,28553233.2980892,279115653.46518
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,Infectious,All diseases,7756695692.02817,3112618493.3411,1655963445.0796137,13857427938.976727,23.8661044574125,325008872.1378675,130420048.18571727,69385577.69386168,580632166.5818734
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,Infectious,Brucellosis,55022162.51689583,8333301279.437498,-16278248345.180601,16388292670.214392,23.8661044574125,2305452.178635993,349168893.24387765,-682065578.5793642,686676482.9366362
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,Infectious,Other diseases,7150864372.659981,12184168838.201628,-16730106550.21521,31031835295.53517,23.8661044574125,299624280.3437079,510521893.5056401,-700998630.9273467,1300247191.6147625
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,Infectious,PPR,550809156.8512925,8325963378.42294,-15768079064.857672,16869697378.560255,23.8661044574125,23079139.61552357,348861432.0481198,-660689267.1987913,706847546.4298384
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,Infectious,known,605831319.3681884,11779880151.882471,-22482733778.321457,23694396417.05783,23.8661044574125,25384591.794159565,493582024.3686143,-942036175.9683245,992805359.5566435
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,Non-infectious,All conditions,5358916102.29984,2191781485.36436,1063024390.9856949,9654807813.613985,23.8661044574125,224540880.2204178,91836583.10368374,44541177.337197706,404540583.10363793
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2017,Production loss,allcause,alldisease,16812369219.87996,6476105239.730698,4119202950.0077915,29505535489.75213,23.8661044574125,704445472.0241642,271351583.6355649,172596368.09845692,1236294575.9498715
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,External,All causes,4200527.573565981,4374343.864406748,-4373186.400671245,12774241.547803208,27.4293865941667,153139.6832060142,159476.547147322,-159434.34920273692,465713.71561476536
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,Infectious,All diseases,8706207.49725323,4300680.672365746,276873.37941636704,17135541.615090095,27.4293865941667,317404.3818794236,156790.989751129,10094.041967210766,624714.7217916365
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,Infectious,Brucellosis,446795.44766236475,259821.05510613468,-62453.82034565922,956044.7156703887,27.4293865941667,16288.933262451555,9472.361119493273,-2276.8945317552607,34854.76105665837
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,Infectious,Other diseases,870620.7497253232,5785974.091252494,-10469888.469129564,12211129.96858021,27.4293865941667,31740.438187942367,210940.70300802766,-381703.33970779186,445184.2160836766
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,Infectious,PPR,7388791.299865542,3861882.307671787,-180498.02317116037,14958080.622902244,27.4293865941667,269375.0104290297,140793.60814044156,-6580.46152623574,545330.4823842951
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,Infectious,known,7835586.747527907,3870612.6051291716,249186.0414747307,15421987.453581084,27.4293865941667,285663.94369148125,141111.8907760161,9084.637770489702,562243.2496124728
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,Non-infectious,All conditions,4200527.573565981,4374343.864406748,-4373186.400671245,12774241.547803208,27.4293865941667,153139.6832060142,159476.547147322,-159434.34920273692,465713.71561476536
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Health cost,allcause,alldisease,17107262.644385193,861096.9696053346,15419512.583958738,18795012.704811648,27.4293865941667,623683.748291452,31393.227356694177,562153.0226723314,685214.4739105726
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,External,All causes,568142647.918928,82421968.1746175,406595590.2966777,729689705.5411783,27.4293865941667,20712918.459494557,3004878.285982008,14823357.018969823,26602479.900019296
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,Infectious,All diseases,1082137990.02023,89020554.4468734,907657703.3043582,1256618276.7361019,27.4293865941667,39451775.062675446,3245444.5942952675,33090703.657856725,45812846.46749417
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,Infectious,Other diseases,835751899.5565484,89020556.39176722,661271609.0286846,1010232190.0844121,27.4293865941667,30469215.805733126,3245444.6652007475,24108144.26193966,36830287.34952659
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,Infectious,PPR,246386090.46368167,18608.359864919068,246349618.07834643,246422562.8490169,27.4293865941667,8982559.25694232,678.4096246934095,8981229.574077921,8983888.939806718
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,Infectious,known,246386090.46368167,18608.359864919068,246349618.07834643,246422562.8490169,27.4293865941667,8982559.25694232,678.4096246934095,8981229.574077921,8983888.939806718
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,Non-infectious,All conditions,642006815.184952,73862725.9780584,497235872.26795757,786777758.1019465,27.4293865941667,23405802.859677695,2692831.854787686,18127852.42429383,28683753.29506156
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Mortality,allcause,alldisease,2274025581.4350734,93583.61248004762,2273842157.5546126,2274209005.315534,27.4293865941667,82904718.76314877,3411.8011410415456,82898031.63291234,82911405.8933852
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Production loss,External,All causes,3855000339.6387,1601772024.85973,715527170.913629,6994473508.363771,27.4293865941667,140542710.5124738,58396202.89577939,26086152.83674617,254999268.18820143
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Production loss,Infectious,All diseases,8144530476.62958,3268249418.00803,1738761617.3338413,14550299335.925318,27.4293865941667,296927182.40960026,119151385.56919372,63390466.69398057,530463898.12521994
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Production loss,Infectious,Brucellosis,57773270.64274596,8749966343.409372,-17092160762.439623,17207707303.725113,27.4293865941667,2106254.56185128,318999709.06641394,-623133175.20832,627345684.3320225
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Production loss,Infectious,Other diseases,7508407591.292975,12793377280.111572,-17566611877.725704,32583427060.311657,27.4293865941667,273735891.45044017,466411351.7883878,-640430358.0547998,1187902140.9556801
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Production loss,Infectious,PPR,578349614.6938579,8742261547.343933,-16556483018.100252,17713182247.48797,27.4293865941667,21085036.397308763,318718813.391296,-603603837.8496314,645773910.644249
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Production loss,Infectious,known,636122885.3366039,12368874159.476484,-23606870467.237305,24879116237.910515,27.4293865941667,23191290.95916004,450935135.4618672,-860641574.5460995,907024156.4644197
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Production loss,Non-infectious,All conditions,5626861907.41483,2301370559.63249,1116175610.5351496,10137548204.29451,27.4293865941667,205139910.36939457,83901641.46513993,40692693.09772032,369587127.6410688
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2018,Production loss,allcause,alldisease,17652987680.87396,6799910501.717096,4325163097.50845,30980812264.239468,27.4293865941667,643579382.2902386,247906036.0454144,157683551.64122644,1129475212.939251
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Health cost,External,All causes,4410553.95224428,4593061.057627085,-4591845.720704805,13412953.625193365,29.06975,151723.14699109143,158001.39518320884,-157959.58756799783,461405.8815501807
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Health cost,Infectious,All diseases,9141517.872115891,4515714.705984034,290717.04838718474,17992318.695844598,29.06975,314468.40348182875,155340.67909025823,10000.672464922634,618936.1344987348
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Health cost,Infectious,Brucellosis,469135.220045483,272812.1078614414,-65576.51136294217,1003846.9514539081,29.06975,16138.261252521366,9384.742141278868,-2255.8333443852175,34532.35584942795
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Health cost,Infectious,Other diseases,914151.7872115886,6075272.795815119,-10993382.892586045,12821686.46700922,29.06975,31446.840348182857,208989.50956974583,-378172.598408519,441066.27910488466
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Health cost,Infectious,PPR,7758230.86485882,4054976.4230553764,-189522.92432971764,15705984.654047359,29.06975,266883.30188112456,139491.27264786855,-6519.592508697792,540286.1962709469
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Health cost,Infectious,known,8227366.084904303,4064143.2353856303,261645.34354846738,16193086.826260138,29.06975,283021.5631336459,139806.6111812324,9000.60521843041,557042.5210488614
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Health cost,Non-infectious,All conditions,4410553.95224428,4593061.057627085,-4591845.720704805,13412953.625193365,29.06975,151723.14699109143,158001.39518320884,-157959.58756799783,461405.8815501807
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Health cost,allcause,alldisease,17962625.77660445,904151.8180856013,16190488.213156672,19734763.34005223,29.06975,617914.6974640116,31102.841203849406,556953.1287044667,678876.2662235564
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Mortality,External,All causes,596549780.28836,86543066.5261154,426925369.8971738,766174190.6795461,29.06975,20521324.754714437,2977083.2747483347,14686241.536207702,26356407.97322117
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Mortality,Infectious,All diseases,1136244889.48407,93471582.2190285,953040588.3347743,1319449190.6333659,29.06975,39086847.6503606,3215424.357589195,32784615.90948578,45389079.39123542
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Mortality,Infectious,Other diseases,877539494.4972042,93471584.24655962,694335189.3739474,1060743799.620461,29.06975,30187376.723129857,3215424.4273363077,23885144.845550697,36489608.60070902
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Mortality,Infectious,PPR,258705394.98686585,19468.77211002305,258667236.1935302,258743553.7802015,29.06975,8899470.927230742,669.7261624204903,8898158.263952397,8900783.590509087
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Mortality,Infectious,known,258705394.98686585,19468.77211002305,258667236.1935302,258743553.7802015,29.06975,8899470.927230742,669.7261624204903,8898158.263952397,8900783.590509087
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Mortality,Non-infectious,All conditions,674107155.931495,77555862.3421773,522097665.74082744,826116646.1221625,29.06975,23189300.077623475,2667923.2653248585,17960170.47758675,28418429.677660197
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Mortality,allcause,alldisease,2387726860.506829,98253.3465613047,2387534283.9475684,2387919437.066089,29.06975,82137853.28414689,3379.9171496591716,82131228.64653355,82144477.92176022
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Production loss,External,All causes,4047750356.62063,1681860626.10266,751303529.4594164,7344197183.781843,29.06975,139242695.81336716,57856040.25155566,25844856.92031808,252640534.70641625
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Production loss,Infectious,All diseases,8551757000.46106,3431661888.9083,1825699698.2007923,15277814302.721327,29.06975,294180617.32423085,118049239.8079894,62804107.300571635,525557127.3478901
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Production loss,Infectious,Brucellosis,60661934.174867235,9187464660.579842,-17946768800.561623,18068092668.911354,29.06975,2086771.7876785055,316048973.95333093,-617369217.1608502,621542760.736207
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,29.06975,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Production loss,Infectious,Other diseases,7883827970.857643,13433046144.117012,-18444942471.6117,34212598413.326984,29.06975,271203844.9198099,462097064.615864,-634506401.7272835,1176914091.5669034
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Production loss,Infectious,PPR,607267095.4285487,9179374624.71098,-17384307169.004974,18598841359.86207,29.06975,20890000.616742447,315770676.55246365,-598020525.4260864,639800526.6595712
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Production loss,Infectious,known,667929029.603416,12987317867.450203,-24787213990.59898,26123072049.805813,29.06975,22976772.404420953,446764002.69868857,-852680672.8850087,898634217.6938506
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Production loss,Non-infectious,All conditions,5908205002.78557,2416439087.61403,1171984391.0620718,10644425614.509068,29.06975,203242374.04124805,83125554.48925532,40316287.24230762,366168460.84018844
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2019,Production loss,allcause,alldisease,18535637064.917652,7139906026.802821,4541421252.384123,32529852877.45118,29.06975,637626297.6089458,245612914.68976587,156224984.8170047,1119027610.4008868
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Health cost,External,All causes,4631081.649856494,4822714.11050844,-4821438.006740049,14083601.306453038,34.9271654040404,132592.54211682366,138079.17289361663,-138042.63675466494,403227.7209883123
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Health cost,Infectious,All diseases,9598593.765721688,4741500.441283235,305252.9008065462,18891934.63063683,34.9271654040404,274817.4280587716,135753.9435689429,8739.698663643467,540895.1574538996
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Health cost,Infectious,Brucellosis,492591.9810477571,286452.7132545135,-68855.3369310894,1054039.2990266036,34.9271654040404,14103.405625661613,8201.430317656883,-1971.3977969458742,30178.209048269102
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Health cost,Infectious,Other diseases,959859.3765721694,6379036.435605875,-11543052.037215346,13462770.790359685,34.9271654040404,27481.742805877173,182638.2519684218,-330489.23105222953,385452.7166639839
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Health cost,Infectious,PPR,8146142.408101761,4257725.244208146,-198999.07054620516,16491283.886749726,34.9271654040404,233232.27962723275,121902.97136782846,-5697.544253711032,472162.1035081765
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Health cost,Infectious,known,8638734.389149519,4267350.397154912,274727.61072589085,17002741.167573147,34.9271654040404,247335.6852528944,122178.54921204863,7865.728797279098,486805.6417085097
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Health cost,Non-infectious,All conditions,4631081.649856494,4822714.11050844,-4821438.006740049,14083601.306453038,34.9271654040404,132592.54211682366,138079.17289361663,-138042.63675466494,403227.7209883123
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Health cost,allcause,alldisease,18860757.065434676,949359.4089898814,17000012.62381451,20721501.507054843,34.9271654040404,540002.5122924189,27181.118135629145,486727.5207465858,593277.503838252
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Mortality,External,All causes,626377269.277501,90870219.7979019,448271638.47361326,804482900.0813887,34.9271654040404,17933813.466724705,2601706.1146161593,12834469.482077032,23033157.451372378
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Mortality,Infectious,All diseases,1193057133.92282,98145161.3774342,1000692617.623049,1385421650.2225912,34.9271654040404,34158429.98197633,2809995.0351562365,28650839.713070106,39666020.25088256
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Mortality,Infectious,Other diseases,921416469.1866109,98145163.49243006,729051948.741448,1113780989.631774,34.9271654040404,26381083.564256858,2809995.0957107027,20873493.17666388,31888673.951849837
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Mortality,Infectious,PPR,271640664.7362091,20375.309230026043,271600729.13011825,271680600.34229994,34.9271654040404,7777346.417719472,583.3656695103294,7776203.021007232,7778489.814431712
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Mortality,Infectious,known,271640664.7362091,20375.309230026043,271600729.13011825,271680600.34229994,34.9271654040404,7777346.417719472,583.3656695103294,7776203.021007232,7778489.814431712
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Mortality,Non-infectious,All conditions,707812513.715945,81433655.5214059,548202548.8939894,867422478.5379006,34.9271654040404,20265386.71340517,2331527.7543818546,15695592.314816734,24835181.111993603
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Mortality,allcause,alldisease,2507113203.53217,103157.0163571445,2506911015.78011,2507315391.2842298,34.9271654040404,71781181.62552479,2953.489502048489,71775392.78610078,71786970.4649488
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Production loss,External,All causes,4250137874.45166,1765953657.40774,788868705.9324894,7711407042.970831,34.9271654040404,121685737.31322613,50561035.71472345,22586107.312368166,220785367.3140841
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Production loss,Infectious,All diseases,8979344850.48411,3603244983.3536,1916984683.1110544,16041705017.857166,34.9271654040404,257087706.56336665,103164540.88589662,54885206.42700928,459290206.699724
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Production loss,Infectious,Brucellosis,63695030.88361441,9646837893.608835,-18844107240.589703,18971497302.35693,34.9271654040404,1823653.0261412547,276198706.1364241,-539525811.0012501,543173117.0535326
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Production loss,Infectious,Other diseases,8278019369.400515,14104698451.32274,-19367189595.192055,35923228333.99309,34.9271654040404,237008050.14205095,403831753.54078686,-554502186.7978913,1028518287.0819932
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Production loss,Infectious,PPR,637630450.1999807,9638343355.946386,-18253522527.454937,19528783427.8549,34.9271654040404,18256003.395174436,275955498.94900477,-522616774.5448749,559128781.3352238
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Production loss,Infectious,known,701325481.0835952,13636683760.822615,-26026574690.12873,27429225652.29592,34.9271654040404,20079656.421315692,390432020.55111843,-745167103.8588765,785326416.7015078
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Production loss,Non-infectious,All conditions,6203615252.92484,2537261041.99465,1230583610.615326,11176646895.234354,34.9271654040404,177615766.44313657,72644344.67107192,35232850.88783561,319998681.9984375
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2020,Production loss,allcause,alldisease,19462418918.163536,7496901328.142838,4768492315.003574,34156345521.323498,34.9271654040404,557228698.4363211,214643852.18262202,136526748.15838194,977930648.7142602
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2021,Health cost,External,All causes,4862635.732349319,5063849.816033862,-5062509.90707705,14787781.371775689,34.9271654040404,139222.16922266487,144983.13153829746,-144944.76859239812,423389.1070377279
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2021,Health cost,Infectious,All diseases,10078523.45400777,4978575.463347398,320515.54584687203,19836531.36216867,34.9271654040404,288558.2994617101,142541.64074739008,9176.683596825596,567939.9153265946
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2021,Health cost,Infectious,Brucellosis,517221.580100145,300775.3489172392,-72298.1037776437,1106741.2639779337,34.9271654040404,14808.575906944696,8611.501833539725,-2069.967686793163,31687.119500682555
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2021,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2021,Health cost,Infectious,Other diseases,1007852.3454007767,6697988.257386169,-12120204.639076116,14135909.329877669,34.9271654040404,28855.829946170998,191770.1645668429,-347013.6926048411,404725.3524971831
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2021,Health cost,Infectious,PPR,8553449.528506849,4470611.506418553,-208949.0240735151,17315848.081087213,34.9271654040404,244893.8936085944,127998.11993621988,-5982.421466396575,495770.20868358534
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2021,Health cost,Infectious,known,9070671.108606994,4480717.917012658,288463.99126218446,17852878.225951806,34.9271654040404,259702.4695155391,128287.47667265106,8259.015237143027,511145.9237939352
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2021,Health cost,Non-infectious,All conditions,4862635.732349319,5063849.816033862,-5062509.90707705,14787781.371775689,34.9271654040404,139222.16922266487,144983.13153829746,-144944.76859239812,423389.1070377279
All Small Ruminants,National,Crop livestock mixed,Adult male,Adult,Male,2021,Health cost,allcause,alldisease,19803794.91870641,996827.3794393755,17850013.255005233,21757576.582407586,34.9271654040404,567002.6379070398,28540.174042410603,511063.89678391506,622941.3790301647
